name,id,number of platforms,platforms,number of stores,stores,number of genres,genres,tags,release date,rating,max rating,rating count,metacritic score,yet,owned,beaten,toplay,dropped,playing,users,month,year
PRO EVOLUTION SOCCER 2019,59200,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Simulation', 'Sports']","['In-App Purchases', 'Partial Controller Support', 'Co-op', 'Football', 'Heist', 'Horror', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Sexual Content', 'Singleplayer', 'Soccer', 'Online multiplayer', 'cooperative']",2018-08-28,3.39,4,134,80,6,301,30,4,55,13,344,8,2018
Monster Hunter World: Iceborne,366889,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Massively Multiplayer', 'Action', 'RPG']","['Anime', 'Dragons', 'Hack and Slash', 'Hunting', 'Open World', 'Third Person', 'coop', 'Monsters']",2019-09-06,4.5,5,63,89,17,252,20,66,9,42,314,9,2019
Insurgency: Sandstorm,59306,1,['PC'],1,['Steam'],2,"['Shooter', 'Action']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Choices Matter', 'Co-op', 'Cult Classic', 'Difficult', 'Exploration', 'First-Person', 'FPS', 'Gore', 'Military', 'Multiplayer', 'Online Co-Op', 'Open World', 'Realistic', 'RPG', 'Singleplayer', 'Tactical', 'War', 'Online multiplayer', 'cooperative', 'steam-trading-cards']",2018-12-12,3.98,4,85,78,18,286,10,27,39,22,318,12,2018
The End Is Nigh,28082,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Nintendo Store', 'Epic Games']",3,"['Indie', 'Adventure', 'Action']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Difficult', 'Great Soundtrack', 'Pixel Graphics', 'Singleplayer', 'steam-trading-cards']",2017-07-12,3.77,4,75,83,71,236,22,15,47,9,267,7,2017
Astro Bot: Rescue Mission,59155,1,['PlayStation'],1,['PlayStation Store'],1,['Adventure'],"['exclusive', 'true exclusive']",2018-10-02,4.22,5,110,90,11,297,38,19,13,22,357,10,2018
Cibele,19373,2,"['PC', 'Apple Macintosh']",1,['Steam'],1,['Indie'],"['Captions available', 'Female Protagonist', 'FMV', 'Nudity', 'Romance', 'Short', 'Singleplayer', 'Story Rich', 'Walking Simulator']",2015-11-02,2.39,1,31,71,27,337,25,5,3,1,363,11,2015
Job Simulator,1071,2,"['PC', 'PlayStation']",2,"['Steam', 'PlayStation Store']",2,"['Action', 'Simulation']","['Anime', 'Atmospheric', 'Comedy', 'Family Friendly', 'First-Person', 'Free to Play', 'Funny', 'Horror', 'Illuminati', 'Memes', 'Multiplayer', 'SteamVR Collectibles', 'Physics', 'Realistic', 'Robots', 'Sandbox', 'Sci-fi', 'Singleplayer', 'VR']",2016-04-05,3.92,4,81,68,6,319,44,2,22,5,368,4,2016
Absolute Drift,11090,5,"['PC', 'iOS', 'Android', 'Apple Macintosh', 'Linux']",3,"['Steam', 'App Store', 'Google Play']",5,"['Racing', 'Action', 'Simulation', 'Sports', 'Indie']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Driving', 'Great Soundtrack', 'Minimalist', 'Physics', 'Singleplayer', 'Top-Down', 'steam-trading-cards', 'stats']",2015-07-29,3.65,4,34,66,16,347,9,2,14,7,363,7,2015
Tokyo 42,12743,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Indie', 'Adventure', 'Action']","['Full controller support', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Cyberpunk', 'Great Soundtrack', 'Isometric', 'Multiplayer', 'Open World', 'Singleplayer', 'Stealth', 'Online multiplayer']",2017-05-30,3.31,4,36,71,45,309,6,10,22,2,317,5,2017
Indivisible,29233,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Indie', 'Action', 'RPG']","['Full controller support', 'Female Protagonist', 'RPG', 'Singleplayer', 'india']",2019-10-07,3.45,3,47,79,25,238,15,76,31,9,262,10,2019
Dungeon Souls,11134,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['2D', 'Partial Controller Support', 'Steam Achievements', 'Bullet Hell', 'Co-op', 'Dungeon Crawler', 'GameMaker', 'Hack and Slash', 'Local Co-Op', 'Perma Death', 'Pixel Graphics', 'Procedural Generation', 'RPG', 'Singleplayer', 'Split Screen', 'Roguelike', 'Roguelite', 'steam-trading-cards']",2016-12-01,3.04,4,24,67,33,340,6,4,9,1,347,12,2016
Diaries of a Spaceport Janitor,11389,2,"['PC', 'Apple Macintosh']",2,"['Steam', 'itch.io']",5,"['Adventure', 'RPG', 'Casual', 'Simulation', 'Indie']","['Abstract', 'Partial Controller Support', 'Steam Achievements', 'Colorful', 'Exploration', 'Female Protagonist', 'Open World', 'Pixel Graphics', 'Retro', 'RPG', 'Singleplayer', 'weird', 'anti-adventure', 'steam-trading-cards']",2016-09-16,3.48,4,21,69,33,341,6,5,7,1,348,9,2016
The Magic Circle,17602,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],5,"['Adventure', 'Action', 'Strategy', 'Simulation', 'Indie']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Comedy', 'First-Person', 'Satire', 'Singleplayer', 'Story Rich', 'steam-trading-cards']",2015-07-09,3.42,4,35,79,21,335,19,7,8,1,355,7,2015
Forgotton Anne,51507,6,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Apple Macintosh', 'Nintendo']",6,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store']",4,"['Casual', 'Indie', 'Adventure', 'Action']","['2D', 'Full controller support', 'Steam Achievements', 'Singleplayer']",2018-05-14,3.87,4,58,80,35,232,39,61,15,8,279,5,2018
Death Road to Canada,345,8,"['PC', 'PlayStation', 'Xbox', 'iOS', 'Android', 'Apple Macintosh', 'Linux', 'Nintendo']",7,"['Steam', 'PlayStation Store', 'Xbox Store', 'App Store', 'GOG', 'Nintendo Store', 'Google Play']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['2D', 'Full controller support', 'Steam Achievements', 'Character Customization', 'Comedy', 'Co-op', 'Difficult', 'Funny', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Memes', 'Multiplayer', 'Pixel Graphics', 'Replay Value', 'RPG', 'Singleplayer', 'Split Screen', 'Survival', 'Zombies', 'controller support', 'overlay', 'cooperative', 'Roguelite', 'Roguelike', 'steam-trading-cards']",2016-07-20,3.8,4,44,91,32,298,19,12,23,5,322,7,2016
Husk,11829,1,['PC'],1,['Steam'],3,"['Indie', 'Adventure', 'Action']","['Partial Controller Support', 'Horror', 'Singleplayer', 'Survival Horror', 'Violent']",2017-02-03,2.36,3,14,44,29,350,4,1,5,0,354,2,2017
Afterparty,58765,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Epic Games']",2,"['Indie', 'Adventure']","['Full controller support', 'Steam Achievements', 'Singleplayer']",2019-10-29,3.62,4,47,74,27,192,21,117,17,13,226,10,2019
Pro Evolution Soccer 2018,23341,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'Xbox Store', 'Xbox 360 Store']",1,['Sports'],"['Full controller support', 'In-App Purchases', 'Atmospheric', 'Co-op', 'Football', 'Heist', 'Horror', 'Local Co-Op', 'Local Multiplayer', 'Mature', 'Memes', 'Multiplayer', 'Online Co-Op', 'Open World', 'Sexual Content', 'Singleplayer', 'Soccer', 'Online multiplayer', 'cooperative']",2017-09-12,3.54,4,100,84,9,299,26,1,39,11,336,9,2017
Blood Bowl 2,3163,4,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",2,"['Strategy', 'Sports']","['Full controller support', 'In-App Purchases', 'Steam Achievements', 'Steam Cloud', 'Board Game', 'Dark Humor', 'Difficult', 'Fantasy', 'Football', 'Games Workshop', 'Gore', 'Multiplayer', 'Singleplayer', 'Turn-Based', 'Turn-Based Strategy', 'Violent', 'Warhammer 40K', 'steam-trading-cards']",2015-09-22,3.3,4,50,76,16,332,5,2,23,5,342,9,2015
Metrico+,1812,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",4,"['Indie', 'Adventure', 'Action', 'Puzzle']","['Full controller support', 'Abstract', 'Steam Achievements', 'Steam Cloud', 'Puzzle-Platformer', 'Singleplayer']",2016-08-23,2.06,1,18,66,25,345,4,1,5,0,349,8,2016
Tom Clancy's Ghost Recon Breakpoint,318347,3,"['PC', 'PlayStation', 'Xbox']",3,"['PlayStation Store', 'Xbox Store', 'Epic Games']",1,['Shooter'],"['Co-op', 'Military', 'Team', 'soldier', 'jungle', 'guns']",2019-10-04,2.48,1,76,59,10,216,18,91,29,13,247,10,2019
Redeemer,10745,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Indie', 'Action']","['Full controller support', 'Action-Adventure', 'Arena Shooter', 'Steam Achievements', 'Steam Cloud', ""Beat 'em up"", 'Character Action Game', 'Controller', 'Fast-Paced', 'Gore', 'Hack and Slash', 'Martial Arts', 'Mouse only', 'Silent Protagonist', 'Singleplayer', 'Spectacle fighter', 'Top-Down', 'Twin Stick Shooter', 'Violent', 'steam-trading-cards']",2017-08-01,3.38,4,32,64,17,320,14,11,12,3,337,8,2017
Etherborn,64143,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",2,"['Indie', 'Adventure']","['Full controller support', 'Singleplayer']",2019-07-17,3.27,4,11,69,24,327,6,15,3,1,334,7,2019
F1 2018,59197,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Racing', 'Simulation', 'Sports']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Multiplayer', 'Realistic', 'Singleplayer', 'VR', 'cooperative']",2018-08-23,3.89,4,76,84,4,315,15,7,24,10,340,8,2018
Strange Brigade,28089,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",3,"['Adventure', 'Action', 'Puzzle']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Co-op', 'Horror', 'Online Co-Op', 'Singleplayer', 'Violent', 'Zombies', 'cooperative']",2018-08-28,3.3,4,83,72,12,297,20,16,23,7,324,8,2018
Master of Orion,10514,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",1,['Strategy'],"['4X', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Classic', 'Grand Strategy', 'Multiplayer', 'Remake', 'Sci-fi', 'Singleplayer', 'Space', 'Turn-Based', 'Turn-Based Strategy', 'achievements', 'controller support', 'cooperative', 'steam-trading-cards', 'stats']",2016-02-26,3.57,4,54,74,21,306,20,9,15,3,329,2,2016
Spintires: MudRunner,45691,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",1,['Simulation'],"['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Driving', 'Offroad', 'Online Co-Op', 'Open World', 'Physics', 'Realistic', 'Singleplayer', 'VR', 'cooperative', 'steam-trading-cards']",2017-10-31,3.97,4,63,72,6,310,14,12,22,9,333,10,2017
We Are The Dwarves,104,5,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['Captions available', 'Commentary available', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Competitive', 'Co-op', 'Exploration', 'Real Time Tactics', 'Real-Time with Pause', 'Singleplayer', 'Tactical', 'Tactical RPG', 'steam-trading-cards']",2016-02-19,2.75,4,16,60,28,334,2,1,7,0,336,2,2016
Trials of the Blood Dragon,2037,3,"['PC', 'PlayStation', 'Xbox']",3,"['Steam', 'PlayStation Store', 'Xbox Store']",1,['Racing'],"['1980s', 'Partial Controller Support', 'Anime', 'Steam Achievements', 'Great Soundtrack', 'Retro', 'Singleplayer', 'steam-trading-cards']",2016-06-13,3.32,4,71,54,9,319,23,1,14,5,347,6,2016
Chronicle: RuneScape Legends,13271,2,"['PC', 'Apple Macintosh']",1,['Steam'],2,"['Strategy', 'Adventure']","['In-App Purchases', 'Steam Achievements', 'Board Game', 'Card Game', 'Fantasy', 'Free to Play', 'Multiplayer', 'RPG', 'Singleplayer', 'Trading Card Game', 'steam-trading-cards']",2016-05-26,2.78,3,27,76,17,334,5,0,14,0,339,5,2016
Rusty Lake Hotel,7441,4,"['PC', 'iOS', 'Android', 'Apple Macintosh']",5,"['Steam', 'App Store', 'GOG', 'Google Play', 'itch.io']",3,"['Indie', 'Adventure', 'Puzzle']","['2D', 'Horror', 'Point & Click', 'Singleplayer', 'Surreal', 'room-escape', 'steam-trading-cards']",2015-12-14,3.93,4,54,65,23,289,52,2,1,0,341,12,2015
Ninja Senki DX,2777,3,"['PC', 'PlayStation', 'Apple Macintosh']",2,"['Steam', 'PlayStation Store']",2,"['Indie', 'Action']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Ninja', 'Pixel Graphics', 'Retro', 'Singleplayer', 'steam-trading-cards']",2016-02-23,2.53,3,53,72,16,311,6,0,28,1,318,2,2016
Big Pharma,15392,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",3,"['Strategy', 'Indie', 'Simulation']","['2D', 'Steam Achievements', 'Steam Cloud', 'Economy', 'Isometric', 'Management', 'Singleplayer', 'overlay', 'Automation', 'steam-trading-cards']",2015-08-26,3.34,4,29,72,17,316,7,4,14,4,327,8,2015
Tales of Vesperia: Definitive Edition,272421,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",1,['Steam'],1,['RPG'],"['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Co-op', 'Great Soundtrack', 'JRPG', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'RPG', 'Singleplayer', 'Story Rich']",2019-01-10,3.37,4,84,81,42,182,34,62,18,22,238,1,2019
Hide and Shriek,12629,1,['PC'],1,['Steam'],1,['Action'],"['Steam Achievements', 'Atmospheric', 'Competitive', 'First-Person', 'Funny', 'Horror', 'Memes', 'Multiplayer', 'Mystery', 'Psychological', 'Thriller', 'VR', 'Online multiplayer', 'cooperative', 'steam-trading-cards', 'stats']",2016-10-25,2.79,3,24,68,15,332,0,1,11,0,332,10,2016
BUTCHER,10387,6,"['PC', 'PlayStation', 'Xbox', 'Apple Macintosh', 'Linux', 'Nintendo']",5,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG', 'Nintendo Store']",3,"['Platformer', 'Indie', 'Action']","['2D', 'Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Dark', 'Difficult', 'First-Person', 'Gore', 'Great Soundtrack', 'Pixel Graphics', 'Retro', 'Singleplayer', 'Violent', 'steam-trading-cards']",2016-10-04,3.3,4,20,70,21,317,4,5,8,2,323,10,2016
Hot Tin Roof: The Cat That Wore A Fedora,19562,3,"['PC', 'Apple Macintosh', 'Linux']",2,"['Steam', 'GOG']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['3D Platformer', 'Full controller support', 'Steam Achievements', 'Detective', 'Female Protagonist', 'Metroidvania', 'Noir', 'RPG', 'Singleplayer', 'controller support', 'cats', 'steam-trading-cards', 'stats']",2015-02-19,2.0,1,16,66,24,326,1,0,6,0,327,2,2015
Artifact,61051,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],1,['Strategy'],"['In-App Purchases', 'Steam Cloud', 'Card Game', 'Competitive', 'Difficult', 'e-sports', 'Fantasy', 'Multiplayer', 'Singleplayer', 'Tactical', 'Trading Card Game', 'Online multiplayer', 'stats']",2018-11-28,3.04,3,83,76,5,270,7,8,58,8,285,11,2018
Dream Daddy: A Dad Dating Simulator,29324,5,"['PC', 'PlayStation', 'iOS', 'Apple Macintosh', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'App Store', 'Nintendo Store']",4,"['Casual', 'Indie', 'RPG', 'Simulation']","['Captions available', 'Partial Controller Support', 'Character Customization', 'Choices Matter', 'Comedy', 'Cute', 'Dating Sim', 'Funny', 'Great Soundtrack', 'Mature', 'Memes', 'Multiple Endings', 'NSFW', 'Nudity', 'Romance', 'Sexual Content', 'Singleplayer', 'Story Rich', 'Visual Novel', 'Training', 'Minigames', 'friends', 'character', 'simulator', 'lifestyle', 'LGBTQ+']",2017-07-13,3.84,4,56,73,34,227,53,16,18,7,287,7,2017
Shiftlings,2366,4,"['PC', 'PlayStation', 'Xbox', 'Nintendo']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'Nintendo Store']",2,"['Adventure', 'Action']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Comedy', 'Co-op', 'Puzzle-Platformer', 'Singleplayer', 'Split Screen', 'cooperative', 'puzzles', 'steam-trading-cards']",2015-03-03,2.29,3,6,70,23,325,2,0,2,1,328,3,2015
Ash of Gods,49790,3,"['PC', 'Apple Macintosh', 'Linux']",1,['Steam'],5,"['Adventure', 'Action', 'RPG', 'Strategy', 'Indie']","['Full controller support', 'Action-Adventure', 'Steam Achievements', 'Steam Cloud', 'Choices Matter', 'Dark Fantasy', 'Exploration', 'Fantasy', 'Isometric', 'RPG', 'Singleplayer', 'Strategy RPG', 'Tactical', 'Tactical RPG', 'Turn-Based', 'Violent', 'Online multiplayer', 'Role Playing Game']",2018-03-23,3.77,4,56,65,20,280,17,19,11,5,302,3,2018
Pit People,10094,2,"['PC', 'Xbox']",2,"['Steam', 'Xbox Store']",4,"['Strategy', 'Indie', 'Action', 'RPG']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Comedy', 'Co-op', 'Early Access', 'Funny', 'Gore', 'Great Soundtrack', 'Hex Grid', 'Local Co-Op', 'Local Multiplayer', 'Memes', 'Multiplayer', 'Online Co-Op', 'Open World', 'RPG', 'Singleplayer', 'Turn-Based', 'Turn-Based Combat', 'Online multiplayer', 'cooperative']",2017-01-13,3.64,4,72,78,21,260,13,13,29,15,288,1,2017
POSTAL Redux,12157,1,['PC'],1,['Steam'],2,"['Indie', 'Action']","['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Classic', 'Co-op', 'Dark', 'Dark Humor', 'Family Friendly', 'Gore', 'Horror', 'Isometric', 'Memes', 'Multiplayer', 'Online Co-Op', 'Remake', 'Singleplayer', 'Top-Down Shooter', 'Twin Stick Shooter', 'Villain Protagonist', 'Violent', 'Online multiplayer', 'cooperative', 'steam-trading-cards']",2016-05-20,3.21,4,28,54,11,319,9,2,7,2,330,5,2016
Immortal Planet,23246,3,"['PC', 'PlayStation', 'Xbox']",4,"['Steam', 'PlayStation Store', 'Xbox Store', 'GOG']",4,"['Indie', 'Adventure', 'Action', 'RPG']","['Full controller support', 'Isometric', 'RPG', 'Singleplayer']",2017-07-27,2.09,1,11,65,27,312,3,6,2,0,315,7,2017
Heat Signature,9771,1,['PC'],1,['Steam'],4,"['Indie', 'Adventure', 'Action', 'Simulation']","['2D', 'Full controller support', 'Procedural Generation', 'Sci-fi', 'Singleplayer', 'Space', 'Stealth']",2017-09-21,4.02,4,61,79,12,272,12,12,29,11,295,9,2017
Disgaea PC,14913,1,['PC'],1,['Steam'],1,['RPG'],"['2D', 'Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Comedy', 'Demons', 'Funny', 'Great Soundtrack', 'JRPG', 'Pixel Graphics', 'Replay Value', 'RPG', 'Singleplayer', 'Story Rich', 'Strategy RPG', 'Tactical', 'Tactical RPG', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'steam-trading-cards']",2016-02-24,4.0,4,22,74,27,296,8,5,8,2,306,2,2016
Super Rude Bear Resurrection,22060,4,"['PC', 'PlayStation', 'Apple Macintosh', 'Linux']",2,"['Steam', 'PlayStation Store']",2,"['Indie', 'Action']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Difficult', 'Fast-Paced', 'Gore', 'Great Soundtrack', 'Replay Value', 'Side Scroller', 'Singleplayer', 'Time Attack', 'Violent', 'steam-trading-cards', 'stats']",2017-05-02,2.42,3,12,78,31,308,1,0,5,0,309,5,2017
